0
99734
1397.198086557,128.0179798028
0.0127256513
128.0179798028
128.0179798028,21
128.0307054541,21
128.0434311054,8
128.0561567567,20
128.068882408,26
128.0816080593,28
128.0943337106,19
128.1070593619,19
128.1197850132,12
128.1325106645,23
128.1452363158,15
128.1579619671,6
128.1706876184,19
128.1834132697,23
128.196138921,28
128.2088645723,25
128.2215902236,27
128.2343158749,17
128.2470415262,18
128.2597671775,20
128.2724928288,6
128.2852184801,29
128.2979441314,28
128.3106697827,26
128.323395434,21
128.3361210853,22
128.3488467366,19
128.3615723879,12
128.3742980392,17
128.3870236905,16
128.3997493418,17
128.4124749931,0
128.4252006444,25
128.4379262957,25
128.450651947,15
128.4633775983,11
128.4761032496,40
128.4888289009,17
128.5015545522,39
128.5142802035,28
128.5270058548,22
128.5397315061,34
128.5524571574,19
128.5651828087,15
128.57790846,11
128.5906341113,14
128.6033597626,13
128.6160854139,26
128.6288110652,33
128.6415367165,24
128.6542623678,20
128.6669880191,20
128.6797136704,20
128.6924393217,20
128.705164973,20
128.7178906243,20
128.7306162756,20
128.7433419269,20
128.7560675782,20
128.7687932295,20
128.7815188808,20
128.7942445321,20
128.8069701834,20
128.8196958347,21
128.832421486,20
128.8451471373,20
128.8578727886,20
128.8705984399,20
128.8833240912,20
128.8960497425,20
128.9087753938,20
128.9215010451,20
128.9342266964,20
128.9469523477,20
128.959677999,20
128.9724036503,20
128.9851293016,20
128.9978549529,20
129.0105806042,20
129.0233062555,20
129.0360319068,20
129.0487575581,20
129.0614832094,21
129.0742088607,21
129.086934512,21
129.0996601633,22
129.1123858146,22
129.1251114659,22
129.1378371172,22
129.1505627685,22
129.1632884198,22
129.1760140711,22
129.1887397224,22
129.2014653737,22
129.214191025,22
129.2269166763,22
129.2396423276,22
129.2523679789,22
129.2650936302,22
129.2778192815,22
129.2905449328,22
129.3032705841,22
129.3159962354,22
129.3287218867,22
129.341447538,22
129.3541731893,23
129.3668988406,23
129.3796244919,23
129.3923501432,22
129.4050757945,22
129.4178014458,22
129.4305270971,22
129.4432527484,22
129.4559783997,22
129.468704051,23
129.4814297023,23
129.4941553536,23
129.5068810049,22
129.5196066562,22
129.5323323075,22
129.5450579588,23
129.5577836101,23
129.5705092614,23
129.5832349127,23
129.595960564,24
129.6086862153,24
129.6214118666,24
129.6341375179,24
129.6468631692,24
129.6595888205,24
129.6723144718,24
129.6850401231,24
129.6977657744,24
129.7104914257,24
129.723217077,24
129.7359427283,24
129.7486683796,24
129.7613940309,24
129.7741196822,24
129.7868453335,24
129.7995709848,24
129.8122966361,24
129.8250222874,24
129.8377479387,24
129.85047359,24
129.8631992413,25
129.8759248926,26
129.8886505439,29
129.9013761952,32
129.9141018465,34
129.9268274978,35
129.9395531491,36
129.9522788004,36
129.9650044517,36
129.977730103,36
129.9904557543,36
130.0031814056,36
130.0159070569,36
130.0286327082,36
130.0413583595,36
130.0540840108,37
130.0668096621,37
130.0795353134,36
130.0922609647,36
130.104986616,36
130.1177122673,36
130.1304379186,36
130.1431635699,36
130.1558892212,36
130.1686148725,36
130.1813405238,36
130.1940661751,36
130.2067918264,36
130.2195174777,36
130.232243129,36
130.2449687803,36
130.2576944316,36
130.2704200829,36
130.2831457342,36
130.2958713855,36
130.3085970368,36
130.3213226881,37
130.3340483394,37
130.3467739907,37
130.359499642,38
130.3722252933,38
130.3849509446,37
130.3976765959,37
130.4104022472,37
130.4231278985,37
130.4358535498,37
130.4485792011,37
130.4613048524,37
130.4740305037,37
130.486756155,37
130.4994818063,37
130.5122074576,37
130.5249331089,37
130.5376587602,37
130.5503844115,37
130.5631100628,37
130.5758357141,37
130.5885613654,37
130.6012870167,37
130.614012668,37
130.6267383193,37
130.6394639706,37
130.6521896219,37
130.6649152732,37
130.6776409245,37
130.6903665758,37
130.7030922271,37
130.7158178784,37
130.7285435297,37
130.741269181,37
130.7539948323,37
130.7667204836,37
130.7794461349,37
130.7921717862,37
130.8048974375,37
130.8176230888,37
130.8303487401,37
130.8430743914,37
130.8558000427,37
130.868525694,36
130.8812513453,36
130.8939769966,36
130.9067026479,35
130.9194282992,35
130.9321539505,35
130.9448796018,35
130.9576052531,35
130.9703309044,35
130.9830565557,35
130.995782207,35
131.0085078583,35
131.0212335096,35
131.0339591609,35
131.0466848122,35
131.0594104635,35
131.0721361148,35
131.0848617661,35
131.0975874174,35
131.1103130687,35
131.12303872,35
131.1357643713,34
131.1484900226,34
131.1612156739,33
131.1739413252,29
131.1866669765,27
131.1993926278,26
131.2121182791,24
131.2248439304,24
131.2375695817,23
131.250295233,23
131.2630208843,23
131.2757465356,23
131.2884721869,23
131.3011978382,23
131.3139234895,23
131.3266491408,23
131.3393747921,22
131.3521004434,22
131.3648260947,22
131.377551746,22
131.3902773973,23
131.4030030486,23
131.4157286999,23
131.4284543512,23
131.4411800025,23
131.4539056538,23
131.4666313051,23
131.4793569564,23
131.4920826077,23
131.504808259,23
131.5175339103,23
131.5302595616,23
131.5429852129,23
131.5557108642,23
131.5684365155,23
131.5811621668,23
131.5938878181,23
131.6066134694,22
131.6193391207,22
